uid,dialogue_id,agent,opponent,gold_high,gold_med,gold_low,pred,belief_em,raw_response
162-1_agent_1_belief,162-1,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
162-1_agent_2_belief,162-1,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
162-2_agent_1_belief,162-2,agent_1,agent_2,Food,Not Given,Not Given,"{'high': 'Food', 'medium': 'Not Given', 'low': 'Water'}",0,"{""high"":""Food"",""medium"":""Not Given"",""low"":""Water""}"
162-2_agent_2_belief,162-2,agent_2,agent_1,Water,Food,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",1,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
162-3_agent_1_belief,162-3,agent_1,agent_2,Food,Not Given,Not Given,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",0,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
162-3_agent_2_belief,162-3,agent_2,agent_1,Water,Food,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",1,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
162-4_agent_1_belief,162-4,agent_1,agent_2,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
162-4_agent_2_belief,162-4,agent_2,agent_1,Water,Food,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",1,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
163-0_agent_1_belief,163-0,agent_1,agent_2,Food,Not Given,Not Given,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}",0,"{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}"
163-0_agent_2_belief,163-0,agent_2,agent_1,Firewood,Water,Food,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}",1,"{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}"
163-1_agent_1_belief,163-1,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
163-1_agent_2_belief,163-1,agent_2,agent_1,Firewood,Water,Food,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
163-2_agent_1_belief,163-2,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
163-2_agent_2_belief,163-2,agent_2,agent_1,Firewood,Water,Food,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
163-3_agent_1_belief,163-3,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
163-3_agent_2_belief,163-3,agent_2,agent_1,Firewood,Water,Food,"{'high': 'water', 'medium': 'food', 'low': 'firewood'}",0,"{""high"":""water"",""medium"":""food"",""low"":""firewood""}"
163-4_agent_1_belief,163-4,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
163-4_agent_2_belief,163-4,agent_2,agent_1,Firewood,Water,Food,"{'high': 'water', 'medium': 'food', 'low': 'firewood'}",0,"{""high"":""water"",""medium"":""food"",""low"":""firewood""}"
164-0_agent_1_belief,164-0,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
164-0_agent_2_belief,164-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
164-1_agent_1_belief,164-1,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",0,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
164-1_agent_2_belief,164-1,agent_2,agent_1,Not Given,Not Given,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",0,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
164-2_agent_1_belief,164-2,agent_1,agent_2,Water,Firewood,Food,"{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}",1,"{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}"
164-2_agent_2_belief,164-2,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
164-3_agent_1_belief,164-3,agent_1,agent_2,Water,Firewood,Food,"{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}",1,"{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}"
164-3_agent_2_belief,164-3,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
164-4_agent_1_belief,164-4,agent_1,agent_2,Water,Firewood,Food,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
164-4_agent_2_belief,164-4,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
165-0_agent_1_belief,165-0,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",1,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
165-0_agent_2_belief,165-0,agent_2,agent_1,Not Given,Not Given,Food,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
165-1_agent_1_belief,165-1,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",1,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
165-1_agent_2_belief,165-1,agent_2,agent_1,Firewood,Water,Food,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Not Given'}",0,"{""high"":""Firewood"",""medium"":""Water"",""low"":""Not Given""}"
165-2_agent_1_belief,165-2,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",1,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
165-2_agent_2_belief,165-2,agent_2,agent_1,Firewood,Water,Food,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
165-3_agent_1_belief,165-3,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",1,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
165-3_agent_2_belief,165-3,agent_2,agent_1,Firewood,Water,Food,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
165-4_agent_1_belief,165-4,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",1,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
165-4_agent_2_belief,165-4,agent_2,agent_1,Firewood,Water,Food,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
165-5_agent_1_belief,165-5,agent_1,agent_2,None,None,None,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
165-5_agent_2_belief,165-5,agent_2,agent_1,Firewood,Water,Food,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
166-0_agent_1_belief,166-0,agent_1,agent_2,Food,Not Given,Not Given,"{'high': 'Food', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Food"",""medium"":""Not Given"",""low"":""Not Given""}"
166-0_agent_2_belief,166-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Food', 'medium': 'Not Given', 'low': 'Not Given'}",0,"{""high"":""Food"",""medium"":""Not Given"",""low"":""Not Given""}"
166-1_agent_1_belief,166-1,agent_1,agent_2,Food,Not Given,Not Given,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
166-1_agent_2_belief,166-1,agent_2,agent_1,Water,Not Given,Not Given,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
166-2_agent_1_belief,166-2,agent_1,agent_2,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
166-2_agent_2_belief,166-2,agent_2,agent_1,Water,Not Given,Not Given,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
166-3_agent_1_belief,166-3,agent_1,agent_2,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
166-3_agent_2_belief,166-3,agent_2,agent_1,Water,Food,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",1,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
166-4_agent_1_belief,166-4,agent_1,agent_2,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
166-4_agent_2_belief,166-4,agent_2,agent_1,Water,Food,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",1,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
167-0_agent_1_belief,167-0,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
167-0_agent_2_belief,167-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
167-1_agent_1_belief,167-1,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
167-1_agent_2_belief,167-1,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
167-2_agent_1_belief,167-2,agent_1,agent_2,Not Given,Not Given,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
167-2_agent_2_belief,167-2,agent_2,agent_1,Not Given,Not Given,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
167-3_agent_1_belief,167-3,agent_1,agent_2,Not Given,Not Given,Firewood,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
167-3_agent_2_belief,167-3,agent_2,agent_1,Not Given,Not Given,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
167-4_agent_1_belief,167-4,agent_1,agent_2,Not Given,Not Given,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
167-4_agent_2_belief,167-4,agent_2,agent_1,Water,Food,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",1,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
167-5_agent_1_belief,167-5,agent_1,agent_2,Not Given,Not Given,Firewood,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
167-5_agent_2_belief,167-5,agent_2,agent_1,Water,Food,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",1,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
167-6_agent_1_belief,167-6,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",1,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
167-6_agent_2_belief,167-6,agent_2,agent_1,Water,Food,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",1,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
168-0_agent_1_belief,168-0,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
168-0_agent_2_belief,168-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
168-1_agent_1_belief,168-1,agent_1,agent_2,Food,Not Given,Not Given,"{'high': 'Food', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Food"",""medium"":""Not Given"",""low"":""Not Given""}"
168-1_agent_2_belief,168-1,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
168-2_agent_1_belief,168-2,agent_1,agent_2,Food,Not Given,Not Given,"{'high': 'Food', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Food"",""medium"":""Not Given"",""low"":""Not Given""}"
168-2_agent_2_belief,168-2,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
168-3_agent_1_belief,168-3,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",0,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
168-3_agent_2_belief,168-3,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
168-4_agent_1_belief,168-4,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",0,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
168-4_agent_2_belief,168-4,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
168-5_agent_1_belief,168-5,agent_1,agent_2,None,None,None,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
168-5_agent_2_belief,168-5,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
169-0_agent_1_belief,169-0,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
169-0_agent_2_belief,169-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
169-1_agent_1_belief,169-1,agent_1,agent_2,Not Given,Not Given,Food,"{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}",0,"{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}"
169-1_agent_2_belief,169-1,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
169-2_agent_1_belief,169-2,agent_1,agent_2,Not Given,Not Given,Food,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}",0,"{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}"
169-2_agent_2_belief,169-2,agent_2,agent_1,Firewood,Not Given,Not Given,"{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Food'}",0,"{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Food""}"
169-3_agent_1_belief,169-3,agent_1,agent_2,Firewood,Water,Food,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}",1,"{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}"
169-3_agent_2_belief,169-3,agent_2,agent_1,Firewood,Not Given,Not Given,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}",0,"{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}"
169-4_agent_1_belief,169-4,agent_1,agent_2,Firewood,Water,Food,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}",1,"{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}"
169-4_agent_2_belief,169-4,agent_2,agent_1,Firewood,Not Given,Not Given,"{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Food'}",0,"{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Food""}"
169-5_agent_1_belief,169-5,agent_1,agent_2,Firewood,Water,Food,"{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Food'}",0,"{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Food""}"
169-5_agent_2_belief,169-5,agent_2,agent_1,Firewood,Not Given,Not Given,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}",0,"{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}"
169-6_agent_1_belief,169-6,agent_1,agent_2,Firewood,Water,Food,"{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}",0,"{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}"
