uid,dialogue_id,agent,opponent,gold_high,gold_med,gold_low,pred,belief_em,raw_response
492-1_agent_1_belief,492-1,agent_1,agent_2,Water,Firewood,Food,"{'high': 'Water', 'medium': 'Firewood', 'low': 'Not Given'}",0,"{""high"":""Water"",""medium"":""Firewood"",""low"":""Not Given""}"
492-1_agent_2_belief,492-1,agent_2,agent_1,Firewood,Water,Food,"{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}",0,"{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}"
34-1_agent_1_belief,34-1,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
34-1_agent_2_belief,34-1,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
61-6_agent_1_belief,61-6,agent_1,agent_2,Firewood,Not Given,Not Given,"{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Not Given""}"
61-6_agent_2_belief,61-6,agent_2,agent_1,Firewood,Water,Food,"{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}",0,"```json
{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}
```"
129-4_agent_1_belief,129-4,agent_1,agent_2,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
129-4_agent_2_belief,129-4,agent_2,agent_1,Water,Firewood,Food,"{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}",1,"{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}"
23-3_agent_1_belief,23-3,agent_1,agent_2,Firewood,Water,Food,"{'high': 'firewood', 'medium': 'Not Given', 'low': 'Not Given'}",0,"{""high"":""firewood"",""medium"":""Not Given"",""low"":""Not Given""}"
23-3_agent_2_belief,23-3,agent_2,agent_1,Food,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",0,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
425-2_agent_1_belief,425-2,agent_1,agent_2,Water,Not Given,Not Given,"{'high': 'Water', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Water"",""medium"":""Not Given"",""low"":""Not Given""}"
425-2_agent_2_belief,425-2,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
467-2_agent_1_belief,467-2,agent_1,agent_2,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
467-2_agent_2_belief,467-2,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
120-0_agent_1_belief,120-0,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Water', 'medium': 'Not Given', 'low': 'Food'}",0,"{""high"":""Water"",""medium"":""Not Given"",""low"":""Food""}"
120-0_agent_2_belief,120-0,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Not Given', 'low': 'Water'}",0,"{""high"":""Food"",""medium"":""Not Given"",""low"":""Water""}"
461-3_agent_1_belief,461-3,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",1,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
461-3_agent_2_belief,461-3,agent_2,agent_1,Water,Food,Firewood,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",0,"```json
{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}
```"
18-0_agent_1_belief,18-0,agent_1,agent_2,Not Given,Not Given,Food,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Food'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Food""}"
18-0_agent_2_belief,18-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
573-5_agent_1_belief,573-5,agent_1,agent_2,Firewood,Food,Water,"{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}",1,"{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}"
573-5_agent_2_belief,573-5,agent_2,agent_1,Firewood,Food,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",0,"```json
{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}
```"
179-0_agent_1_belief,179-0,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
179-0_agent_2_belief,179-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
99-3_agent_1_belief,99-3,agent_1,agent_2,Firewood,Water,Food,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}",1,"{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}"
99-3_agent_2_belief,99-3,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Not Given', 'low': 'Water'}",0,"{""high"":""Food"",""medium"":""Not Given"",""low"":""Water""}"
69-3_agent_1_belief,69-3,agent_1,agent_2,Food,Not Given,Not Given,"{'high': 'Food', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Food"",""medium"":""Not Given"",""low"":""Not Given""}"
69-3_agent_2_belief,69-3,agent_2,agent_1,Firewood,Not Given,Not Given,"{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Not Given""}"
153-2_agent_1_belief,153-2,agent_1,agent_2,Food,Not Given,Not Given,"{'high': 'Food', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Food"",""medium"":""Not Given"",""low"":""Not Given""}"
153-2_agent_2_belief,153-2,agent_2,agent_1,Water,Not Given,Not Given,"{'high': 'Water', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Water"",""medium"":""Not Given"",""low"":""Not Given""}"
574-2_agent_1_belief,574-2,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
574-2_agent_2_belief,574-2,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
541-2_agent_1_belief,541-2,agent_1,agent_2,Water,Food,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",1,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
541-2_agent_2_belief,541-2,agent_2,agent_1,Water,Not Given,Not Given,"{'high': 'Water', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Water"",""medium"":""Not Given"",""low"":""Not Given""}"
592-5_agent_1_belief,592-5,agent_1,agent_2,Firewood,Water,Food,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}",1,"```json
{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}
```"
592-5_agent_2_belief,592-5,agent_2,agent_1,Firewood,Not Given,Not Given,"{'high': 'Food', 'medium': 'Not Given', 'low': 'Not Given'}",0,"{""high"":""Food"",""medium"":""Not Given"",""low"":""Not Given""}"
98-1_agent_1_belief,98-1,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
98-1_agent_2_belief,98-1,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
484-0_agent_1_belief,484-0,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
484-0_agent_2_belief,484-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
461-4_agent_1_belief,461-4,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",1,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
461-4_agent_2_belief,461-4,agent_2,agent_1,Water,Food,Firewood,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",0,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
485-0_agent_1_belief,485-0,agent_1,agent_2,Not Given,Not Given,Food,"{'high': 'Firewood, Water', 'medium': 'Not Given', 'low': 'Not Given'}",0,"{""high"":""Firewood, Water"",""medium"":""Not Given"",""low"":""Not Given""}"
485-0_agent_2_belief,485-0,agent_2,agent_1,Firewood,Not Given,Not Given,"{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Water'}",0,"{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Water""}"
596-1_agent_1_belief,596-1,agent_1,agent_2,Firewood,Water,Food,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}",1,"{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}"
596-1_agent_2_belief,596-1,agent_2,agent_1,Firewood,Food,Water,"{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}",1,"{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}"
502-1_agent_1_belief,502-1,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
502-1_agent_2_belief,502-1,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
481-0_agent_1_belief,481-0,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
481-0_agent_2_belief,481-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
154-4_agent_1_belief,154-4,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",1,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
154-4_agent_2_belief,154-4,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}",0,"{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}"
416-1_agent_1_belief,416-1,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
416-1_agent_2_belief,416-1,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
46-2_agent_1_belief,46-2,agent_1,agent_2,Water,Not Given,Not Given,"{'high': 'Water', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Water"",""medium"":""Not Given"",""low"":""Not Given""}"
46-2_agent_2_belief,46-2,agent_2,agent_1,Not Given,Not Given,Firewood,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",0,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
569-0_agent_1_belief,569-0,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
569-0_agent_2_belief,569-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
546-0_agent_1_belief,546-0,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
546-0_agent_2_belief,546-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
181-6_agent_1_belief,181-6,agent_1,agent_2,Firewood,Water,Food,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}",1,"```json
{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}
```"
181-6_agent_2_belief,181-6,agent_2,agent_1,Food,Water,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",0,"```json
{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}
```"
36-1_agent_1_belief,36-1,agent_1,agent_2,Water,Not Given,Not Given,"{'high': 'Water', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Water"",""medium"":""Not Given"",""low"":""Not Given""}"
36-1_agent_2_belief,36-1,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
462-5_agent_1_belief,462-5,agent_1,agent_2,Food,Water,Firewood,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",0,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
462-5_agent_2_belief,462-5,agent_2,agent_1,None,None,None,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",0,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
0-4_agent_1_belief,0-4,agent_1,agent_2,Firewood,Food,Water,"{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}",1,"{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}"
0-4_agent_2_belief,0-4,agent_2,agent_1,Firewood,Food,Water,"{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}",1,"{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}"
50-0_agent_1_belief,50-0,agent_1,agent_2,Not Given,Not Given,Water,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",0,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
50-0_agent_2_belief,50-0,agent_2,agent_1,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
183-2_agent_1_belief,183-2,agent_1,agent_2,Water,Not Given,Not Given,"{'high': 'Water', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Water"",""medium"":""Not Given"",""low"":""Not Given""}"
183-2_agent_2_belief,183-2,agent_2,agent_1,Water,Firewood,Food,"{'high': 'Water', 'medium': 'Firewood', 'low': 'Not Given'}",0,"{""high"":""Water"",""medium"":""Firewood"",""low"":""Not Given""}"
535-2_agent_1_belief,535-2,agent_1,agent_2,Water,Food,Firewood,"{'high': 'Water', 'medium': 'Not Given', 'low': 'Firewood'}",0,"{""high"":""Water"",""medium"":""Not Given"",""low"":""Firewood""}"
535-2_agent_2_belief,535-2,agent_2,agent_1,Firewood,Water,Food,"{'high': 'Firewood', 'medium': 'Water', 'low': 'Not Given'}",0,"```json
{""high"":""Firewood"",""medium"":""Water"",""low"":""Not Given""}
```"
118-3_agent_1_belief,118-3,agent_1,agent_2,Food,Firewood,Water,"{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}",0,"{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}"
118-3_agent_2_belief,118-3,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
527-4_agent_1_belief,527-4,agent_1,agent_2,Water,Food,Firewood,"{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}",1,"{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}"
527-4_agent_2_belief,527-4,agent_2,agent_1,Food,Firewood,Water,"{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}",1,"{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}"
523-1_agent_1_belief,523-1,agent_1,agent_2,Not Given,Not Given,Not Given,"{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}"
523-1_agent_2_belief,523-1,agent_2,agent_1,Food,Not Given,Not Given,"{'high': 'Food', 'medium': 'Not Given', 'low': 'Not Given'}",1,"{""high"":""Food"",""medium"":""Not Given"",""low"":""Not Given""}"
